ip,country,city,asn,isp,org,ports,threat_names,source,last_scan
200.28.135.130,Chile,Santiago,AS7418,AS7418 - TELEFONICA CHILE S.A.,unknown,8443,Hack5 Cloud C2,censys,2026-06-10_12-45-10
200.33.163.61,Mexico,Mexico City,AS272336,Secretaría de Relaciones Exteriores,Secretaria de Relaciones Exteriores,3333,GoPhish,shodan,2026-06-10_02-50-14
200.38.160.49,Mexico,Mexico City,AS13579,AS13579 - INFOTEC CENTRO DE INVESTIGACION E INNOVACION EN TECNOLOGIAS DE LA INFORMACION Y COMUNICACION,unknown,3333,GoPhish,censys,2026-06-10_11-10-59
200.40.131.89,Uruguay,Montevideo,AS6057,Administracion Nacional de Telecomunicaciones,Administracion Nacional de Telecomunicaciones,31337,Sliver,shodan,2026-01-21_19-23-04
200.57.165.148,Mexico,Ciudad Apodaca,AS19373,Triara.com S.A. de C.V.,Triara.com S.A. de C.V.,3333,GoPhish,shodan,2026-06-09_09-34-45
200.58.100.246,Argentina,Rosario,AS27823,Dattatec.com,unknown,3333,GoPhish,censys,2026-02-11_08-11-32
200.85.49.125,Paraguay,Asunción,AS23201,Telecel S.A.,unknown,3333,GoPhish,censys,2026-01-02_00-18-19
200.9.155.183,Brazil,Muriaé,AS270353,Tyna Host - Datacenter no Brasil,unknown,8000,AsyncRAT,censys,2026-05-15_03-55-14
200.9.4.41,Paraguay,Asunción,AS23201,Telecel S.A.,Univ. Catolica Nuestra Senora de la Asuncion,443,GoPhish,shodan,2026-06-10_11-55-26
201.16.156.113,Brazil,São Paulo,AS16735,ALGAR TELECOM SA,unknown,3333,GoPhish,censys,2026-01-26_08-39-48
201.234.38.193,Argentina,Buenos Aires,AS21756,SIDERCA S.A.I.C.,unknown,443,GoPhish,censys,2026-05-01_13-10-51
201.46.86.34,Mexico,Los Mochis,AS265621,AS265621 - COMUNICACION DIGITAL DE SINALOA SA DE CV,unknown,3333,GoPhish,censys,2026-06-10_11-11-04
201.48.97.53,Brazil,São Paulo,AS16735,AS16735 - ALGAR TELECOM S/A,unknown,3333,GoPhish,censys,2026-06-10_11-10-48
201.72.113.30,Brazil,Goiânia,AS4230,CLARO S.A.,CLARO S.A.,9443,GoPhish,shodan,2026-05-15_12-39-11
201.92.133.149,Brazil,São Paulo,AS27699,TELEFÔNICA BRASIL S.A,TELEFÔNICA BRASIL S.A,8081,Havoc,shodan,2025-12-22_01-54-38
207.248.247.66,Mexico,Guadalupe,AS11172,"Alestra, S. de R.L. de C.V.",unknown,8003;8002,Quasar;Quasar,censys,2026-03-05_09-54-36
216.238.121.111,Brazil,Osasco,AS20473,"AS-VULTR - The Constant Company, LLC",unknown,8443,GoPhish,censys,2026-05-27_02-55-26
216.238.75.34,Mexico,General Lázaro Cárdenas,AS20473,"AS-VULTR - The Constant Company, LLC",unknown,80,Havoc,censys,2026-05-27_07-28-42
34.176.142.248,Chile,Santiago,AS396982,GOOGLE-CLOUD-PLATFORM - Google LLC,unknown,80;443,GoPhish;GoPhish,censys,2026-06-10_10-10-43
34.176.98.184,Chile,Santiago,AS396982,GOOGLE-CLOUD-PLATFORM - Google LLC,unknown,3333,GoPhish,censys,2026-05-27_18-43-49
34.39.186.7,Brazil,São Paulo,AS396982,GOOGLE-CLOUD-PLATFORM - Google LLC,unknown,443,GoPhish,censys,2026-05-15_06-42-26
34.51.42.9,Mexico,Santiago de Querétaro,AS396982,GOOGLE-CLOUD-PLATFORM - Google LLC,unknown,443,GoPhish,censys,2026-02-09_17-10-57
34.51.56.27,Mexico,Santiago de Querétaro,AS396982,GOOGLE-CLOUD-PLATFORM - Google LLC,unknown,80,GoPhish,censys,2026-02-02_04-30-21
34.95.222.105,Brazil,São Paulo,AS396982,Google LLC,Google LLC,31337,Sliver,shodan,2026-04-12_15-45-15
38.187.1.77,Peru,Lima,AS271814,AS271814 - NEXTNET SAC,unknown,3333,GoPhish,censys,2026-06-10_13-10-40
38.56.209.142,El Salvador,Antiguo Cuscatlán,AS174,Cogent Communications,DIGICEL S.A. DE C.V.,7443,GoPhish,shodan,2026-02-18_21-49-49
38.60.209.110,Brazil,São Paulo,AS138915,Kaopu Cloud HK Limited,Kaopu Cloud HK Limited,16004,CHAOS,shodan,2026-05-16_03-02-00
38.60.209.204,Brazil,São Paulo,AS138915,Kaopu Cloud HK Limited,Kaopu Cloud HK Limited,1337,Sliver,shodan,2026-03-04_07-55-28
38.60.242.200,Brazil,São Paulo,AS138915,KAOPU-HK Kaopu Cloud HK Limited,unknown,31337,Sliver,censys,2026-02-17_10-26-10
4.201.122.3,Brazil,Campinas,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,unknown,443,GoPhish,censys,2026-06-10_09-11-39
4.201.140.200,Brazil,Campinas,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,unknown,3333,GoPhish,censys,2026-02-09_22-01-37
4.201.155.137,Brazil,São Paulo,AS8075,Microsoft Corporation,Microsoft Corporation,31337,Sliver,shodan,2026-01-12_10-42-51
4.201.185.160,Brazil,São Paulo,AS8075,Microsoft Corporation,Microsoft Corporation,31337,Sliver,shodan,2025-12-16_11-49-04
4.201.220.7,Brazil,São Paulo,AS8075,Microsoft Corporation,Microsoft Corporation,50050,Cobalt Strike,shodan,2026-02-18_00-42-30
40.233.1.176,Mexico,Radica,AS31898,ORACLE-BMC-31898 - Oracle Corporation,unknown,443,GoPhish,censys,2026-03-25_16-28-10
40.233.14.119,Mexico,Radica,AS31898,ORACLE-BMC-31898 - Oracle Corporation,unknown,443,GoPhish,censys,2026-03-27_19-27-55
40.233.19.225,Mexico,Radica,AS31898,ORACLE-BMC-31898 - Oracle Corporation,unknown,443,GoPhish,censys,2026-03-17_21-20-43
40.233.26.200,Mexico,Radica,AS31898,ORACLE-BMC-31898 - Oracle Corporation,unknown,3333,GoPhish,censys,2026-02-28_10-24-52
45.178.183.89,Brazil,São Paulo,AS269098,AbsamHost Internet Data Center,unknown,3333,GoPhish,censys,2026-05-07_09-38-52
45.225.129.11,Brazil,Rolândia,AS271239,Altatech Solucoes em Tecnologia EIRELI,unknown,3333,GoPhish,censys,2026-01-13_08-12-57
45.225.129.210,Brazil,Apucarana,AS271239,Altatech Solucoes em Tecnologia EIRELI,unknown,3333,GoPhish,censys,2026-02-25_11-00-19
45.225.129.50,Brazil,Rolândia,AS271239,Altatech Solucoes em Tecnologia EIRELI,unknown,3333,GoPhish,censys,2026-01-06_12-42-16
45.226.189.70,Brazil,Curitiba,AS266997,MPTEC INFORMATICA LTDA - ME,MPTEC INFORMATICA LTDA - ME,3333,GoPhish,shodan,2026-03-11_15-36-20
45.227.61.113,Brazil,São Paulo,AS271366,AS271366 - ALTVIA TECNOLOGIA E SERVICOS DIGITAIS LTDA,unknown,3333,GoPhish,censys,2026-06-10_12-35-49
45.236.130.44,Chile,Santiago,AS64111,INFORMATICA BLUEHOSTING LIMITADA,INFORMATICA BLUEHOSTING LIMITADA,31337,Sliver,shodan,2025-12-15_14-32-17
45.238.142.234,Honduras,San Pedro Sula,AS263686,INET Communication,INET Communication,443,Hack5 Cloud C2,shodan,2026-06-10_11-49-36
45.39.210.144,Brazil,São Paulo,AS268624,Gamers Club Ltda,unknown,31337,Sliver,censys,2026-05-15_10-10-20
45.67.247.185,Honduras,Tegucigalpa,AS273189,CA NETWORK S.A. DE C.V.,unknown,80,Quasar,censys,2026-03-04_20-46-13
46.202.146.65,Brazil,São Paulo,AS47583,AS-HOSTINGER,unknown,443,GoPhish,censys,2026-04-20_03-28-58
52.67.113.111,Brazil,São Paulo,AS16509,"Amazon.com, Inc.",Amazon Data Services Brazil,443,Havoc,shodan,2026-03-17_01-04-42
54.232.144.183,Brazil,São Paulo,AS16509,"AMAZON-02 - Amazon.com, Inc.",unknown,443,Mythic,censys,2026-02-17_13-10-46
54.232.234.226,Brazil,São Paulo,AS16509,"AMAZON-02 - Amazon.com, Inc.",unknown,443,GoPhish,censys,2026-05-26_22-17-10
54.233.43.28,Brazil,São Paulo,AS16509,"AMAZON-02 - Amazon.com, Inc.",unknown,8080,GoPhish,censys,2026-02-08_22-22-03
54.94.39.204,Brazil,São Paulo,AS16509,"AMAZON-02 - Amazon.com, Inc.",unknown,443,Quasar,censys,2026-03-04_23-51-33
56.125.168.86,Brazil,São Paulo,AS16509,"AMAZON-02 - Amazon.com, Inc.",unknown,80,Quasar,censys,2026-03-05_02-30-07
56.125.42.70,Brazil,São Paulo,AS16509,"AMAZON-02 - Amazon.com, Inc.",unknown,3333,GoPhish,censys,2026-03-30_10-12-17
56.125.59.57,Brazil,São Paulo,AS16509,"AMAZON-02 - Amazon.com, Inc.",unknown,8443,GoPhish,censys,2026-04-04_23-14-17
64.76.214.54,Colombia,Barrio San Luis,AS3549,"Level 3 Parent, LLC",CTL Colombia,443,GoPhish,shodan,2026-06-10_11-50-27
66.97.33.20,Argentina,Rosario,AS27823,AS27823 - Dattatec.com,unknown,3333,GoPhish,censys,2026-06-10_08-10-59
66.97.39.94,Argentina,Rosario,AS27823,Dattatec.com,Dattatec Corp,8080,CHAOS,shodan,2026-04-29_14-16-50
74.163.80.224,Brazil,Campinas,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,unknown,3333,GoPhish,censys,2026-05-29_02-14-01
74.163.81.142,Brazil,São Paulo,AS8075,Microsoft Corporation,Microsoft Corporation,443,AsyncRAT,shodan,2026-04-01_18-27-04
77.111.101.101,Brazil,São Paulo,AS396356,Latitude.sh,Colocation America Corporation,31337,Sliver,shodan,2026-06-10_11-06-36
